UserId,MovieId,Pred_rating
1,1172,NaN
1,1405,NaN
1,2193,NaN
1,2968,NaN
2,52,NaN
2,144,NaN
2,248,NaN
2,314,NaN
2,319,NaN
2,370,NaN
2,371,NaN
2,372,NaN
2,382,NaN
2,405,NaN
2,485,NaN
2,537,NaN
2,550,NaN
2,616,NaN
2,661,NaN
2,720,NaN
3,377,NaN
3,592,NaN
3,595,NaN
3,736,NaN
3,1197,NaN
3,1721,NaN
3,2716,NaN
3,5349,3.6602336349636295
3,8636,3.77932491329899
3,44191,4.24691050166177
3,84236,3.643871373254056
4,185,NaN
4,356,4.753794827660025
4,357,NaN
4,364,NaN
4,410,3.2022235575732143
4,435,NaN
4,440,4.100302135674432
4,442,NaN
4,588,NaN
4,589,NaN
4,594,NaN
4,596,NaN
4,610,NaN
4,616,NaN
4,919,4.75461080126636
4,1022,NaN
4,1028,NaN
4,1032,4.676093159879369
4,1033,NaN
4,1282,NaN
4,1334,NaN
4,1372,NaN
4,1580,NaN
4,1858,NaN
4,1967,4.336141350468492
4,2033,NaN
4,2078,NaN
4,2081,NaN
4,2085,NaN
4,2087,NaN
4,2094,NaN
4,2096,NaN
4,2102,NaN
4,2124,NaN
4,2141,NaN
4,2454,NaN
4,3034,NaN
4,3108,3.320863747121792
4,3255,NaN
4,3263,NaN
4,4006,NaN
5,3,NaN
5,39,NaN
5,104,NaN
5,788,NaN
5,1247,NaN
5,1485,NaN
5,1544,NaN
5,1777,NaN
5,1997,NaN
5,2770,NaN
5,4018,NaN
5,4025,NaN
5,4447,NaN
5,4718,NaN
5,5266,NaN
5,5995,NaN
5,6373,NaN
5,8376,NaN
5,30749,NaN
5,33679,NaN
6,173,NaN
6,1687,NaN
6,2019,NaN
6,2072,2.2171091709322095
6,2528,NaN
6,2723,4.037776753365176
6,3300,NaN
6,4641,NaN
6,4975,NaN
7,260,NaN
7,316,NaN
7,377,NaN
7,380,NaN
7,480,NaN
7,589,NaN
7,1036,NaN
7,1129,3.858568841491511
7,1198,NaN
7,1240,NaN
7,1275,4.354022894084775
7,1371,4.092458290689427
7,1372,NaN
7,1373,2.0374895220462674
7,1374,3.6819929628492756
7,1375,NaN
7,1376,3.6578385733818704
7,1408,4.0496227899451736
8,32,NaN
8,110,NaN
8,1219,NaN
8,1225,NaN
8,1258,NaN
8,1358,NaN
8,1704,NaN
8,1961,NaN
8,2028,NaN
8,2329,NaN
8,2791,NaN
8,2804,NaN
8,2918,NaN
8,3996,NaN
8,5650,NaN
8,8873,NaN
8,8874,NaN
8,33166,NaN
8,40583,3.903162391004234
8,40819,NaN
8,42007,3.875651286401919
8,43556,3.875651286401919
8,43871,2.4080585307761493
8,44004,NaN
9,1177,3.418486570171323
9,1721,4.6370478286063985
9,2125,NaN
9,2140,3.9712854144428413
9,2391,4.802392806446877
9,2427,NaN
9,2490,4.042244250959156
9,2539,2.9513849698900407
9,2857,NaN
10,592,3.9351585508398075
10,1101,NaN
10,1127,NaN
10,1210,3.658453150436558
10,1220,NaN
10,1240,3.8061116592010134
10,1291,4.311067397271531
10,2406,NaN
10,2410,NaN
10,3019,NaN
11,50,4.772358356231231
11,778,4.021747718797712
11,923,3.9123398192561485
11,1027,3.874049342612913
11,1408,2.9938760806916425
11,2762,4.783102382026102
11,5669,4.447191895899623
11,26614,NaN
12,253,NaN
12,673,NaN
12,736,NaN
12,737,NaN
12,1032,NaN
12,2460,NaN
12,2668,NaN
12,3146,NaN
12,3176,NaN
12,3324,NaN
12,3770,2.8333333333333335
12,3773,NaN
12,3780,2.8333333333333335
13,47,NaN
13,296,NaN
13,527,NaN
13,587,NaN
13,919,NaN
13,1265,NaN
13,2571,4.0262435503710865
13,4886,NaN
13,4993,NaN
13,58559,NaN
13,64614,NaN
14,2394,3.1252874888697493
14,2724,2.886934533843503
14,3114,2.8483432950898715
14,3157,4.1860666798953305
15,371,NaN
15,372,2.4441682458413787
15,429,NaN
